Reviewed?,Sign-off,String Key,Current Reference (English),Used Reference (English),String Value,Comments
FALSE,Cello,groupInfoPage.closelyLinkedArtists.one,View artist page: {ARTIST}.,View artist page: {ARTIST}.,Ver pagina de artista: {ARTIST}.,
FALSE,Cello,groupInfoPage.closelyLinkedArtists.multiple,View artist pages: {ARTISTS}.,View artist pages: {ARTISTS}.,Ver paginas de artista: {ARTISTS}.,
FALSE,Cello,groupInfoPage.closelyLinkedArtists.aliases,View alias pages: {ALIASES}.,View alias pages: {ALIASES}.,Ver páginas de alias: {ALIASES}.,
TRUE,Cello,groupInfoPage.closelyLinkedArtists.artist,{ARTIST},{ARTIST},{ARTIST},
TRUE,Cello,groupInfoPage.closelyLinkedArtists.artist.withAnnotation,{ARTIST} ({ANNOTATION}),{ARTIST} ({ANNOTATION}),{ARTIST} ({ANNOTATION}),
TRUE,"Niklink, Cello",groupInfoPage.viewAlbumGallery,View {LINK}! Or browse the list:,View {LINK}! Or browse the list:,¡Véase {LINK}! O navegue la lista:,
TRUE,"Niklink, Cello",groupInfoPage.viewAlbumGallery.link,album gallery,album gallery,galería de álbumes,
FALSE,Cello,groupInfoPage.viewAlbumGallery.withViewSwitcher,View {LINK}! Or browse the list: {VIEW_SWITCHER},View {LINK}! Or browse the list: {VIEW_SWITCHER},¡Véase {LINK}! O navegue la lista: {VIEW_SWITCHER},
TRUE,Cello,groupInfoPage.viewSwitcher,({OPTIONS}),({OPTIONS}),({OPTIONS}),
FALSE,Cello,groupInfoPage.viewSwitcher.bySeries,By series,By series,Por series,
FALSE,Cello,groupInfoPage.viewSwitcher.byDate,By date,By date,Por fecha,
TRUE,"Niklink, Cello",groupInfoPage.albumList.title,Albums,Albums,Álbumes,
TRUE,Cello,groupInfoPage.albumList.series,{SERIES}:,{SERIES}:,{SERIES}:,
TRUE,Cello,groupInfoPage.albumList.item,{ALBUM},{ALBUM},{ALBUM},
TRUE,Cello,groupInfoPage.albumList.item.withYear,{YEAR_ACCENT} {ALBUM},{YEAR_ACCENT} {ALBUM},{YEAR_ACCENT} {ALBUM},
TRUE,Cello,groupInfoPage.albumList.item.withYear.accent,({YEAR}),({YEAR}),({YEAR}),
TRUE,Cello,groupInfoPage.albumList.item.withOtherGroup,{ALBUM} {OTHER_GROUP_ACCENT},{ALBUM} {OTHER_GROUP_ACCENT},{ALBUM} {OTHER_GROUP_ACCENT},
FALSE,Cello,groupInfoPage.albumList.item.withOtherGroup.accent,(from {GROUPS}),(from {GROUPS}),(de {GROUPS}),
FALSE,Cello,groupInfoPage.albumList.item.withOtherGroup.notFromThisGroup,(not from {GROUP}),(not from {GROUP}),(no de {GROUP}),
TRUE,Cello,groupInfoPage.albumList.item.withArtists,{ALBUM} {BY},{ALBUM} {BY},{ALBUM} {BY},
FALSE,Cello,groupInfoPage.albumList.item.withArtists.by,by {ARTISTS},by {ARTISTS},por {ARTISTS},
FALSE,Cello,groupInfoPage.albumList.item.withArtists.featuring,feat. {ARTISTS},feat. {ARTISTS},colaborando con {ARTISTS},see releaseInfo.by.featuring -whis
FALSE,Cello,groupInfoPage.albumList.item.withArtists.by.featuring,by {ARTISTS} feat. {FEATURING},by {ARTISTS} feat. {FEATURING},por {ARTISTS} colaborando con {FEATURING},see releaseInfo.by.featuring -whis
TRUE,Cello,groupInfoPage.albumList.item.withYear.withOtherGroup,{YEAR_ACCENT} {ALBUM} {OTHER_GROUP_ACCENT},{YEAR_ACCENT} {ALBUM} {OTHER_GROUP_ACCENT},{YEAR_ACCENT} {ALBUM} {OTHER_GROUP_ACCENT},
TRUE,Cello,groupInfoPage.albumList.item.withYear.withArtists,{YEAR_ACCENT} {ALBUM} {BY},{YEAR_ACCENT} {ALBUM} {BY},{YEAR_ACCENT} {ALBUM} {BY},
TRUE,"Niklink, Cello",groupGalleryPage.title,{GROUP} - Gallery,{GROUP} - Gallery,{GROUP} - Galería,
TRUE,"Niklink, Cello",groupGalleryPage.infoLine,"{TRACKS} across {ALBUMS}, totaling {TIME}.","{TRACKS} across {ALBUMS}, totaling {TIME}.","{TRACKS} en {ALBUMS}, sumando {TIME}.",
TRUE,"Niklink, Cello",listingIndex.title,Listings,Listings,Listados,
TRUE,"Niklink, Cello",listingIndex.infoLine,"{WIKI}: {TRACKS} across {ALBUMS}, totaling {DURATION}.","{WIKI}: {TRACKS} across {ALBUMS}, totaling {DURATION}.","{WIKI}: {TRACKS} en {ALBUMS}, sumando {DURATION}.",
TRUE,"Niklink, Cello",listingIndex.exploreList,Feel free to explore any of the listings linked below and in the sidebar!,Feel free to explore any of the listings linked below and in the sidebar!,¡Explora cualquiera de los listados vinculados abajo y en la barra lateral!,
FALSE,Cello,listingPage.target.album,Albums,Albums,Albumes,
FALSE,Cello,listingPage.target.artist,Artists,Artists,Artistas,
FALSE,Cello,listingPage.target.group,Groups,Groups,Grupos,
FALSE,Cello,listingPage.target.track,Tracks,Tracks,Pistas,
FALSE,Cello,listingPage.target.tag,Tags,Tags,Etiquetas,
FALSE,Cello,listingPage.target.other,Other,Other,Otros,
TRUE,"Niklink, Cello",listingPage.misc.trackContributors,Track Contributors,Track Contributors,Contribuidores de pistas,
TRUE,"Niklink, Cello",listingPage.misc.artContributors,Art Contributors,Art Contributors,Contribuidores de arte,
FALSE,Cello,listingPage.misc.flashContributors,Flash & Game Contributors,Flash & Game Contributors,Contribuidores de flash & juegos,
TRUE,"Niklink, Cello",listingPage.misc.artAndFlashContributors,Art & Flash Contributors,Art & Flash Contributors,Contribuidores de arte & flash,
FALSE,Cello,listingPage.listingsFor,Listings for {TARGET}: {LISTINGS},Listings for {TARGET}: {LISTINGS},Listas para {TARGET}: {LISTINGS},
FALSE,Cello,listingPage.seeAlso,Also check out: {LISTINGS},Also check out: {LISTINGS},Tambien mira a: {LISTINGS},
FALSE,Cello,listingPage.skipToSection,Skip to a section:,Skip to a section:,Saltar a una sección:,
TRUE,"Niklink, Cello",listingPage.listAlbums.byName.title,Albums - by Name,Albums - by Name,Álbumes - por Nombre,
FALSE,Cello,listingPage.listAlbums.byName.title.short,...by Name,...by Name,...por Nombre,
TRUE,"Niklink, Cello",listingPage.listAlbums.byName.item,{ALBUM} ({TRACKS}),{ALBUM} ({TRACKS}),{ALBUM} ({TRACKS}),
TRUE,"Niklink, Cello",listingPage.listAlbums.byTracks.title,Albums - by Tracks,Albums - by Tracks,Álbumes - por Pistas,
FALSE,Cello,listingPage.listAlbums.byTracks.title.short,...by Tracks,...by Tracks,...por Pistas,
TRUE,"Niklink, Cello",listingPage.listAlbums.byTracks.item,{ALBUM} ({TRACKS}),{ALBUM} ({TRACKS}),{ALBUM} ({TRACKS}),
TRUE,"Niklink, Cello",listingPage.listAlbums.byDuration.title,Albums - by Duration,Albums - by Duration,Álbumes - por Duración,
FALSE,Cello,listingPage.listAlbums.byDuration.title.short,...by Duration,...by Duration,...por Duración,
TRUE,"Niklink, Cello",listingPage.listAlbums.byDuration.item,{ALBUM} ({DURATION}),{ALBUM} ({DURATION}),{ALBUM} ({DURATION}),
TRUE,"Niklink, Cello",listingPage.listAlbums.byDate.title,Albums - by Date,Albums - by Date,Álbumes - por Fecha,
FALSE,Cello,listingPage.listAlbums.byDate.title.short,...by Date,...by Date,...por Fecha,
TRUE,"Niklink, Cello",listingPage.listAlbums.byDate.item,{ALBUM} ({DATE}),{ALBUM} ({DATE}),{ALBUM} ({DATE}),
TRUE,"Niklink, Cello",listingPage.listAlbums.byDateAdded.title,Albums - by Date Added to Wiki,Albums - by Date Added to Wiki,Álbumes - por Fecha añadido al Wiki,
FALSE,Cello,listingPage.listAlbums.byDateAdded.title.short,...by Date Added to Wiki,...by Date Added to Wiki,...por Fecha añadido al Wiki,
TRUE,Cello,listingPage.listAlbums.byDateAdded.chunk.title,{DATE},{DATE},{DATE},
TRUE,Cello,listingPage.listAlbums.byDateAdded.chunk.item,{ALBUM},{ALBUM},{ALBUM},
TRUE,"Niklink, Cello",listingPage.listArtists.byName.title,Artists - by Name,Artists - by Name,Artistas - por Nombre,
FALSE,Cello,listingPage.listArtists.byName.title.short,...by Name,...by Name,...por Nombre,
TRUE,"Niklink, Cello",listingPage.listArtists.byName.item,{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),
TRUE,"Niklink, Cello",listingPage.listArtists.byContribs.title,Artists - by Contributions,Artists - by Contributions,Artistas - por Contribuciones,
FALSE,Cello,listingPage.listArtists.byContribs.title.short,...by Contributions,...by Contributions,...por Contribuciones,
TRUE,Cello,listingPage.listArtists.byContribs.chunk.item,{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),
FALSE,Cello,listingPage.listArtists.byContribs.chunk.title.trackContributors,Contributed tracks:,Contributed tracks:,Pistas Contribuido:,capitalization? -whis
FALSE,Cello,listingPage.listArtists.byContribs.chunk.title.artContributors,Contributed artworks:,Contributed artworks:,Arte Contribuido:,capitalization? -whis
FALSE,Cello,listingPage.listArtists.byContribs.chunk.title.flashContributors,Contributed to flashes & games:,Contributed to flashes & games:,Contribuidas a flashes & juegos:,
TRUE,"Niklink, Cello",listingPage.listArtists.byCommentary.title,Artists - by Commentary Entries,Artists - by Commentary Entries,Artistas - por Entradas de comentarios,
FALSE,Cello,listingPage.listArtists.byCommentary.title.short,...by Commentary Entries,...by Commentary Entries,...Entradas de comentarios,missing por? -whis
TRUE,"Niklink, Cello",listingPage.listArtists.byCommentary.item,{ARTIST} ({ENTRIES}),{ARTIST} ({ENTRIES}),{ARTIST} ({ENTRIES}),
TRUE,"Niklink, Cello",listingPage.listArtists.byDuration.title,Artists - by Duration,Artists - by Duration,Artistas - por Duración,
FALSE,Cello,listingPage.listArtists.byDuration.title.short,...by Duration,...by Duration,...por Duración,
TRUE,"Niklink, Cello",listingPage.listArtists.byDuration.item,{ARTIST} ({DURATION}),{ARTIST} ({DURATION}),{ARTIST} ({DURATION}),
FALSE,Cello,listingPage.listArtists.byGroup.title,Artists - by Group,Artists - by Group,Artistas - por Grupo,
FALSE,Cello,listingPage.listArtists.byGroup.title.short,...by Group,...by Group,...por Grupo,
TRUE,Cello,listingPage.listArtists.byGroup.item,{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),
FALSE,Cello,listingPage.listArtists.byGroup.chunk.title,Contributed to {GROUP}:,Contributed to {GROUP}:,Contribuyo a {GROUP}:,
TRUE,Cello,listingPage.listArtists.byGroup.chunk.item,{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),{ARTIST} ({CONTRIBUTIONS}),
FALSE,"Niklink, Cello",listingPage.listArtists.byLatest.title,Artists - by Latest Contribution,Artists - by Latest Contribution,Artistas - por Última contribución,"in general, is this appropriate title-casing? would it be better to not title-case listing titles at all? -whis"
FALSE,Cello,listingPage.listArtists.byLatest.title.short,...by Latest Contribution,...by Latest Contribution,...por Última contribución,
TRUE,Cello,listingPage.listArtists.byLatest.chunk.title.album,{ALBUM} ({DATE}),{ALBUM} ({DATE}),{ALBUM} ({DATE}),
TRUE,Cello,listingPage.listArtists.byLatest.chunk.title.flash,{FLASH} ({DATE}),{FLASH} ({DATE}),{FLASH} ({DATE}),
FALSE,Cello,listingPage.listArtists.byLatest.chunk.title.dateless,These artists' contributions aren't dated:,These artists' contributions aren't dated:,Estas contribuciones de artistas no han sido fechadas:,
TRUE,Cello,listingPage.listArtists.byLatest.chunk.item,{ARTIST},{ARTIST},{ARTIST},
FALSE,Cello,listingPage.listArtists.byLatest.chunk.item.tracks,{ARTIST} (tracks),{ARTIST} (tracks),{ARTIST} (pistas),
FALSE,Cello,listingPage.listArtists.byLatest.chunk.item.tracksAndArt,"{ARTIST} (tracks, art)","{ARTIST} (tracks, art)","{ARTIST} (pistas, arte)",
FALSE,Cello,listingPage.listArtists.byLatest.chunk.item.art,{ARTIST} (art),{ARTIST} (art),{ARTIST} (arte),
TRUE,"Niklink, Cello",listingPage.listGroups.byName.title,Groups - by Name,Groups - by Name,Grupos - por Nombre,
FALSE,Cello,listingPage.listGroups.byName.title.short,...by Name,...by Name,...por Nombre,
TRUE,Cello,listingPage.listGroups.byName.item,{GROUP} ({GALLERY}),{GROUP} ({GALLERY}),{GROUP} ({GALLERY}),
TRUE,"Niklink, Cello",listingPage.listGroups.byName.item.gallery,Gallery,Gallery,Galería,
TRUE,"Niklink, Cello",listingPage.listGroups.byCategory.title,Groups - by Category,Groups - by Category,Grupos - por Categoría,
FALSE,Cello,listingPage.listGroups.byCategory.title.short,...by Category,...by Category,...por Categoría,
FALSE,Cello,listingPage.listGroups.byCategory.chunk.title,{CATEGORY},{CATEGORY},{CATEGORY},
FALSE,Cello,listingPage.listGroups.byCategory.chunk.item,{GROUP} ({GALLERY}),{GROUP} ({GALLERY}),{GROUP} ({GALLERY}),
TRUE,"Niklink, Cello",listingPage.listGroups.byCategory.chunk.item.gallery,Gallery,Gallery,Galería,
TRUE,"Niklink, Cello",listingPage.listGroups.byAlbums.title,Groups - by Albums,Groups - by Albums,Grupos - por Álbumes,
FALSE,Cello,listingPage.listGroups.byAlbums.title.short,...by Albums,...by Albums,...por Álbumes,
TRUE,"Niklink, Cello",listingPage.listGroups.byAlbums.item,{GROUP} ({ALBUMS}),{GROUP} ({ALBUMS}),{GROUP} ({ALBUMS}),
TRUE,"Niklink, Cello",listingPage.listGroups.byTracks.title,Groups - by Tracks,Groups - by Tracks,Grupos - por Pistas,
FALSE,Cello,listingPage.listGroups.byTracks.title.short,...by Tracks,...by Tracks,...por Pistas,
TRUE,"Niklink, Cello",listingPage.listGroups.byTracks.item,{GROUP} ({TRACKS}),{GROUP} ({TRACKS}),{GROUP} ({TRACKS}),
TRUE,"Niklink, Cello",listingPage.listGroups.byDuration.title,Groups - by Duration,Groups - by Duration,Grupos - por Duración,
FALSE,Cello,listingPage.listGroups.byDuration.title.short,...by Duration,...by Duration,...por Duración,
TRUE,"Niklink, Cello",listingPage.listGroups.byDuration.item,{GROUP} ({DURATION}),{GROUP} ({DURATION}),{GROUP} ({DURATION}),
TRUE,"Niklink, Cello",listingPage.listGroups.byLatest.title,Groups - by Latest Album,Groups - by Latest Album,Grupos - por Último álbum,
FALSE,Cello,listingPage.listGroups.byLatest.title.short,...by Latest Album,...by Latest Album,...por Último álbum,
TRUE,"Niklink, Cello",listingPage.listGroups.byLatest.item,{GROUP} ({DATE}),{GROUP} ({DATE}),{GROUP} ({DATE}),
TRUE,"Niklink, Cello",listingPage.listTracks.byName.title,Tracks - by Name,Tracks - by Name,Pistas - por Nombre,
FALSE,Cello,listingPage.listTracks.byName.title.short,...by Name,...by Name,...por Nombre,
TRUE,"Niklink, Cello",listingPage.listTracks.byName.item,{TRACK},{TRACK},{TRACK},
TRUE,"Niklink, Cello",listingPage.listTracks.byAlbum.title,Tracks - by Album,Tracks - by Album,Pistas - por Álbum,
FALSE,Cello,listingPage.listTracks.byAlbum.title.short,...by Album,...by Album,...por Álbumes,
TRUE,Cello,listingPage.listTracks.byAlbum.chunk.title,{ALBUM},{ALBUM},{ALBUM},
TRUE,Cello,listingPage.listTracks.byAlbum.chunk.item,{TRACK},{TRACK},{TRACK},
TRUE,"Niklink, Cello",listingPage.listTracks.byDate.title,Tracks - by Date,Tracks - by Date,Pistas - por Fecha,
FALSE,Cello,listingPage.listTracks.byDate.title.short,...by Date,...by Date,...por Fecha,
TRUE,Cello,listingPage.listTracks.byDate.chunk.title,{ALBUM} ({DATE}),{ALBUM} ({DATE}),{ALBUM} ({DATE}),
TRUE,Cello,listingPage.listTracks.byDate.chunk.item,{TRACK},{TRACK},{TRACK},
TRUE,"Niklink, Cello",listingPage.listTracks.byDate.chunk.item.rerelease,{TRACK} (rerelease),{TRACK} (rerelease),{TRACK} (relanzamiento),
TRUE,"Niklink, Cello",listingPage.listTracks.byDuration.title,Tracks - by Duration,Tracks - by Duration,Pistas - por Duración,
FALSE,Cello,listingPage.listTracks.byDuration.title.short,...by Duration,...by Duration,...por Duración,
TRUE,"Niklink, Cello",listingPage.listTracks.byDuration.item,{TRACK} ({DURATION}),{TRACK} ({DURATION}),{TRACK} ({DURATION}),
TRUE,"Niklink, Cello",listingPage.listTracks.byDurationInAlbum.title,Tracks - by Duration (in Album),Tracks - by Duration (in Album),Pistas - por Duración (en Álbum),
FALSE,Cello,listingPage.listTracks.byDurationInAlbum.title.short,...by Duration (in Album),...by Duration (in Album),...por Duración (en Álbum),
TRUE,Cello,listingPage.listTracks.byDurationInAlbum.chunk.title,{ALBUM},{ALBUM},{ALBUM},
TRUE,Cello,listingPage.listTracks.byDurationInAlbum.chunk.item,{TRACK} ({DURATION}),{TRACK} ({DURATION}),{TRACK} ({DURATION}),
TRUE,"Niklink, Cello",listingPage.listTracks.byTimesReferenced.title,Tracks - by Times Referenced,Tracks - by Times Referenced,Pistas - por Veces referenciado,
FALSE,Cello,listingPage.listTracks.byTimesReferenced.title.short,...by Times Referenced,...by Times Referenced,...por Veces referenciado,
TRUE,"Niklink, Cello",listingPage.listTracks.byTimesReferenced.item,{TRACK} ({TIMES_REFERENCED}),{TRACK} ({TIMES_REFERENCED}),{TRACK} ({TIMES_REFERENCED}),
TRUE,"Niklink, Cello",listingPage.listTracks.inFlashes.byAlbum.title,Tracks - in Flashes & Games (by Album),Tracks - in Flashes & Games (by Album),Pistas - en Flashes & juegos (por Álbum),
FALSE,Cello,listingPage.listTracks.inFlashes.byAlbum.title.short,...in Flashes & Games (by Album),...in Flashes & Games (by Album),...en Flashes & juegos (por Álbum),capitalization? -whis
TRUE,Cello,listingPage.listTracks.inFlashes.byAlbum.chunk.title,{ALBUM},{ALBUM},{ALBUM},
TRUE,"Niklink, Cello",listingPage.listTracks.inFlashes.byAlbum.chunk.item,{TRACK} (in {FLASHES}),{TRACK} (in {FLASHES}),{TRACK} (en {FLASHES}),
TRUE,"Niklink, Cello",listingPage.listTracks.inFlashes.byFlash.title,Tracks - in Flashes & Games (by Flash),Tracks - in Flashes & Games (by Flash),Pistas - en Flashes & juegos (por Flash),
FALSE,Cello,listingPage.listTracks.inFlashes.byFlash.title.short,...in Flashes & Games (by Flash),...in Flashes & Games (by Flash),...en Flashes & juegos (por Flash),
TRUE,Cello,listingPage.listTracks.inFlashes.byFlash.chunk.title,{FLASH},{FLASH},{FLASH},
TRUE,"Niklink, Cello",listingPage.listTracks.inFlashes.byFlash.chunk.item,{TRACK} (from {ALBUM}),{TRACK} (from {ALBUM}),{TRACK} (de {ALBUM}),
TRUE,"Niklink, Cello",listingPage.listTracks.withLyrics.title,Tracks - with Lyrics,Tracks - with Lyrics,Pistas - con Letra,
FALSE,Cello,listingPage.listTracks.withLyrics.title.short,...with Lyrics,...with Lyrics,...con Letra,
TRUE,Cello,listingPage.listTracks.withLyrics.chunk.title,{ALBUM},{ALBUM},{ALBUM},
TRUE,Cello,listingPage.listTracks.withLyrics.chunk.title.withDate,{ALBUM} ({DATE}),{ALBUM} ({DATE}),{ALBUM} ({DATE}),
TRUE,Cello,listingPage.listTracks.withLyrics.chunk.item,{TRACK},{TRACK},{TRACK},
FALSE,Cello,listingPage.listTracks.withSheetMusicFiles.title,Tracks - with Sheet Music Files,Tracks - with Sheet Music Files,Pistas - con Partituras,
FALSE,Cello,listingPage.listTracks.withSheetMusicFiles.title.short,...with Sheet Music Files,...with Sheet Music Files,...con Partituras,
TRUE,Cello,listingPage.listTracks.withSheetMusicFiles.chunk.title,{ALBUM},{ALBUM},{ALBUM},
TRUE,Cello,listingPage.listTracks.withSheetMusicFiles.chunk.title.withDate,{ALBUM} ({DATE}),{ALBUM} ({DATE}),{ALBUM} ({DATE}),
TRUE,Cello,listingPage.listTracks.withSheetMusicFiles.chunk.item,{TRACK},{TRACK},{TRACK},
FALSE,Cello,listingPage.listTracks.withMidiProjectFiles.title,Tracks - with MIDI & Project Files,Tracks - with MIDI & Project Files,Pistas - con MIDI & Archivos de Proyectos,capitalization? -whis
FALSE,Cello,listingPage.listTracks.withMidiProjectFiles.title.short,...with MIDI & Project Files,...with MIDI & Project Files,...con MIDI & Archivos de Proyectos,
TRUE,Cello,listingPage.listTracks.withMidiProjectFiles.chunk.title,{ALBUM},{ALBUM},{ALBUM},
TRUE,Cello,listingPage.listTracks.withMidiProjectFiles.chunk.title.withDate,{ALBUM} ({DATE}),{ALBUM} ({DATE}),{ALBUM} ({DATE}),
TRUE,Cello,listingPage.listTracks.withMidiProjectFiles.chunk.item,{TRACK},{TRACK},{TRACK},
TRUE,"Niklink, Cello",listingPage.listTags.byName.title,Tags - by Name,Tags - by Name,Etiquetas - por Nombre,
FALSE,,listingPage.listTags.byName.title.short,...by Name,...by Name,...por Nombre,
TRUE,"Niklink, Cello",listingPage.listTags.byName.item,{TAG} ({TIMES_USED}),{TAG} ({TIMES_USED}),{TAG} ({TIMES_USED}),
TRUE,"Niklink, Cello",listingPage.listTags.byUses.title,Tags - by Uses,Tags - by Uses,Etiquetas - por Veces usado,
FALSE,,listingPage.listTags.byUses.title.short,...by Uses,...by Uses,...por Veces usado,
TRUE,"Niklink, Cello",listingPage.listTags.byUses.item,{TAG} ({TIMES_USED}),{TAG} ({TIMES_USED}),{TAG} ({TIMES_USED}),
FALSE,Cello,listingPage.other.allSheetMusic.title,All Sheet Music,All Sheet Music,Toda las Partituras,
FALSE,Cello,listingPage.other.allSheetMusic.title.short,All Sheet Music,All Sheet Music,Toda las Partituras,
FALSE,Cello,listingPage.other.allSheetMusic.albumFiles,Album sheet music:,Album sheet music:,Partitura de album:,
TRUE,Cello,listingPage.other.allSheetMusic.file,{TITLE},{TITLE},{TITLE},
TRUE,Cello,listingPage.other.allSheetMusic.file.withMultipleFiles,{TITLE} ({FILES}),{TITLE} ({FILES}),{TITLE} ({FILES}),
FALSE,Cello,listingPage.other.allSheetMusic.file.withNoFiles,{TITLE} (no files),{TITLE} (no files),{TITLE} (sin archivos),
FALSE,Cello,listingPage.other.allMidiProjectFiles.title,All MIDI/Project Files,All MIDI/Project Files,Todos los MIDI/Archivos de Proyecto,
FALSE,Cello,listingPage.other.allMidiProjectFiles.title.short,All MIDI/Project Files,All MIDI/Project Files,Todos los MIDI/Archivos de Proyecto,
FALSE,Cello,listingPage.other.allMidiProjectFiles.albumFiles,Album MIDI/project files:,Album MIDI/project files:,MIDI/Archivos de Proyecto:,"should this be lowercase? also, missing 'album'? -whis"
TRUE,Cello,listingPage.other.allMidiProjectFiles.file,{TITLE},{TITLE},{TITLE},
TRUE,Cello,listingPage.other.allMidiProjectFiles.file.withMultipleFiles,{TITLE} ({FILES}),{TITLE} ({FILES}),{TITLE} ({FILES}),
FALSE,Cello,listingPage.other.allMidiProjectFiles.file.withNoFiles,{TITLE} (no files),{TITLE} (no files),{TITLE} (sin archivos),
FALSE,Cello,listingPage.other.allAdditionalFiles.title,All Additional Files,All Additional Files,Todos los Archivos Adicionales,
FALSE,Cello,listingPage.other.allAdditionalFiles.title.short,All Additional Files,All Additional Files,Todos los Archivos Adicionales,
FALSE,Cello,listingPage.other.allAdditionalFiles.albumFiles,Album additional files:,Album additional files:,Archivos adicionales del álbum:,
TRUE,Cello,listingPage.other.allAdditionalFiles.file,{TITLE},{TITLE},{TITLE},
TRUE,Cello,listingPage.other.allAdditionalFiles.file.withMultipleFiles,{TITLE} ({FILES}),{TITLE} ({FILES}),{TITLE} ({FILES}),
FALSE,Cello,listingPage.other.allAdditionalFiles.file.withNoFiles,{TITLE} (no files available),{TITLE} (no files available),{TITLE} (sin archivos disponibles),
FALSE,Cello,listingPage.other.randomPages.title,Random Pages,Random Pages,Páginas Aleatorias,
FALSE,Cello,listingPage.other.randomPages.title.short,Random Pages,Random Pages,Páginas Aleatorias,
FALSE,,listingPage.other.randomPages.chooseLinkLine,{FROM_PART} {BROWSER_SUPPORT_PART},{FROM_PART} {BROWSER_SUPPORT_PART},{FROM_PART} {BROWSER_SUPPORT_PART},
FALSE,Cello,listingPage.other.randomPages.chooseLinkLine.fromPart.dividedByGroups,Choose a link to go to a random page in that group or album!,Choose a link to go to a random page in that group or album!,¡Elige un link para ir a una página aleatoria en ese grupo o álbum!,
FALSE,Cello,listingPage.other.randomPages.chooseLinkLine.fromPart.notDividedByGroups,Choose a link to go to a random page in that album!,Choose a link to go to a random page in that album!,¡Elige un link para ir a una página aleatoria en ese álbum!,
FALSE,Cello,listingPage.other.randomPages.chooseLinkLine.browserSupportPart,"If your browser doesn't support relatively modern JavaScript or you've disabled it, these links won't work - sorry.","If your browser doesn't support relatively modern JavaScript or you've disabled it, these links won't work - sorry.","Si tu buscador no es compatible con JavaScript relativamente modern, o lo has deshabilitado, estos link no funcionaran - lo sentimos.",
FALSE,Cello,listingPage.other.randomPages.dataLoadingLine,(Data files are downloading in the background! Please wait for data to load.),(Data files are downloading in the background! Please wait for data to load.),(¡Archivos de datos se están descargando en el fondo! Por favor esperar para que se carguen.),
FALSE,Cello,listingPage.other.randomPages.dataLoadedLine,(Data files have finished being downloaded. The links should work!),(Data files have finished being downloaded. The links should work!),(Ya se ha terminado la descarga de archivos de datos. ¡Los links deberían funcionar!),
FALSE,Cello,listingPage.other.randomPages.dataErrorLine,"(Data files failed to download. Sorry, some of these links won't work right now!)","(Data files failed to download. Sorry, some of these links won't work right now!)","(Descarga de archivos de datos ha fallado. ¡Lo sentimos, algunos de estos link no funcionaran ahora mismo!)",
FALSE,Cello,listingPage.other.randomPages.chunk.title.misc,Miscellaneous:,Miscellaneous:,Miscelaneos:,
FALSE,Cello,listingPage.other.randomPages.chunk.title.fromAlbum,From an album:,From an album:,De un album:,
FALSE,Cello,listingPage.other.randomPages.chunk.title.fromGroup,From {GROUP}:,From {GROUP}:,De {GROUP},
TRUE,Cello,listingPage.other.randomPages.chunk.title.fromGroup.accent,"({RANDOM_ALBUM}, {RANDOM_TRACK})","({RANDOM_ALBUM}, {RANDOM_TRACK})","({RANDOM_ALBUM}, {RANDOM_TRACK})",
FALSE,Cello,listingPage.other.randomPages.chunk.title.fromGroup.accent.randomAlbum,Random Album,Random Album,Album Aleatorio,
FALSE,Cello,listingPage.other.randomPages.chunk.title.fromGroup.accent.randomTrack,Random Track,Random Track,Pista Aleatoria,
TRUE,Cello,listingPage.other.randomPages.chunk.item.album,{ALBUM},{ALBUM},{ALBUM},
TRUE,Cello,listingPage.other.randomPages.chunk.item.randomArtist,{MAIN_LINK} ({AT_LEAST_TWO_CONTRIBUTIONS}),{MAIN_LINK} ({AT_LEAST_TWO_CONTRIBUTIONS}),{MAIN_LINK} ({AT_LEAST_TWO_CONTRIBUTIONS}),
FALSE,Cello,listingPage.other.randomPages.chunk.item.randomArtist.mainLink,Random Artist,Random Artist,Artista Aleatorio,
FALSE,Cello,listingPage.other.randomPages.chunk.item.randomArtist.atLeastTwoContributions,at least 2 contributions,at least 2 contributions,al menos 2 contribuciones,
FALSE,Cello,listingPage.other.randomPages.chunk.item.randomAlbumWholeSite,Random Album (whole site),Random Album (whole site),Album Aleatorio (en toda la página),
FALSE,Cello,listingPage.other.randomPages.chunk.item.randomTrackWholeSite,Random Track (whole site),Random Track (whole site),Pista Aleatoria (en toda la página),
TRUE,"Niklink, Cello",newsIndex.title,News,News,Noticias,
TRUE,"Niklink, Cello",newsIndex.entry.viewRest,(View rest of entry!),(View rest of entry!),¡Vea el resto del artículo!,
TRUE,"Niklink, Cello",newsEntryPage.title,{ENTRY},{ENTRY},{ENTRY},
TRUE,"Niklink, Cello",newsEntryPage.published,(Published {DATE}.),(Published {DATE}.),(Publicado el {DATE}.),
FALSE,Cello,newsEntryPage.readAnother.previous,(← {ENTRY}),(← {ENTRY}),(← {ENTRY}),
